Paper ID,Explanation ID,Display (modality),Display (more specific),"Explanation Focus (Input, Process, Output)",Expl. Approach,Interactivity,Interaction type,"Explanation Type (local, pairwise, top-n, global)",Model-instrinsic or Post-hoc?,Content Category,Content Code
159,159.04,textual,,Output,item-item overview,yes,"three different methods for showing the explanations: hidden (click on a button to see the explanation in a pop-up window); teaser (the beginning of the explanation is shown, followed by an ellipsis read more....) when clicked there is a pop-up window;",local,post-hoc,Background and complementary information,Knowledge about similar items
159,159.05,textual,,Output,item-item collaborative filtering,yes,"three different methods for showing the explanations: hidden (click on a button to see the explanation in a pop-up window); teaser (the beginning of the explanation is shown, followed by an ellipsis read more....) when clicked there is a pop-up window;",local,post-hoc,Background and complementary information,Knowledge about similar items
159,159.06,textual,,Output,user-user collaborative filtering,yes,"three different methods for showing the explanations: hidden (click on a button to see the explanation in a pop-up window); teaser (the beginning of the explanation is shown, followed by an ellipsis read more....) when clicked there is a pop-up window;",local,post-hoc,Background and complementary information,Knowledge about the community
159,159.07,textual,,Output,default explanation,yes,"three different methods for showing the explanations: hidden (click on a button to see the explanation in a pop-up window); teaser (the beginning of the explanation is shown, followed by an ellipsis read more....) when clicked there is a pop-up window;",local,post-hoc,baseline*,Information that recommendation was algorithmically determined
159,159.08,textual,hidden (click on a button to see the explanation in a pop-up window);,Output,all explanations 159.01 - 159.07,no,,local,post-hoc,Background and complementary information,Knowledge about similar items + Knowledge about the community
159,159.09,textual,"teaser (the beginning of the explanation is shown, followed by an ellipsis read more....) when clicked there is a pop-up window;",Output,all explanations 159.01 - 159.07,no,,local,post-hoc,Background and complementary information,Knowledge about similar items + Knowledge about the community
159,159.10,textual,visible (explanation placed under the recommended movie),Output,all explanations 159.01 - 159.07,no,,local,post-hoc,Background and complementary information,Knowledge about similar items + Knowledge about the community
161,161.01,visual,comparison with other users features preferences,Input,based on similar users,yes,The user can modify their preferences in terms of features,local,post-hoc,User preferences and input,Feature importance analysis + Preference match
161,161.02,visual,comparison with other users features preferences,Input,based on similar users,no,none,local,post-hoc,User preferences and input,Preference match
162,162.01,textual,list of features,Output,based on item features,no,none,local,post-hoc,Background and complementary information + User preferences and input,Knowledge about the community + Preference match
163,163.01,textual,similarity to other item from user history,Output,impersonal condition: based on users' historical ratings,no,none,local,?,Background and complementary information,Knowledge about similar items
163,163.02,textual,restricted to 255 characters,Output,"explanation generated by ""buddy""",no,none,local,-,unk,unk
164,164.01,textual,general rules,Output,based on logical rules extracted from recsys,yes,"accept/reject recommendation/explanation, ask for more justifications",local,model-intrinsic,Decision inference process,Inference trace
164,164.02,textual,content-based rules,Output,based on logical rules extracted from recsys,yes,"accept/reject recommendation/explanation, ask for more justifications",local,model-intrinsic,Decision inference process,Inference trace
164,164.03,textual,collaborative rules,Output,based on logical rules extracted from recsys,yes,"accept/reject recommendation/explanation, ask for more justifications",local,model-intrinsic,Decision inference process,Inference trace
164,164.04,textual,knowledge-based rules,Output,based on logical rules extracted from recsys,yes,"accept/reject recommendation, ask for different justification (aka reject explanation)",local,model-intrinsic,Decision inference process,Inference trace
165,165.01,visual,star rating: distribution of ratings (5-star scale) - similar users with low number of ratings,Input,based on similar users,no,,local,post-hoc,Background and complementary information,Knowledge about the community
165,165.02,visual,star rating: distribution of ratings (5-star scale) - similar users with medium number of ratings,Input,based on similar users,no,,local,post-hoc,Background and complementary information,Knowledge about the community
165,165.03,visual,star rating: distribution of ratings (5-star scale) - similar users with high number of ratings,Input,based on similar users,no,,local,post-hoc,Background and complementary information,Knowledge about the community
165,165.04,visual,star rating: distribution of ratings (5-star scale) - similar users with low mean rating,Input,based on similar users,no,,local,post-hoc,Background and complementary information,Knowledge about the community
165,165.05,visual,star rating: distribution of ratings (5-star scale) - similar users with average mean rating,Input,based on similar users,no,,local,post-hoc,Background and complementary information,Knowledge about the community
165,165.06,visual,star rating: distribution of ratings (5-star scale) - similar users with high mean rating,Input,based on similar users,no,,local,post-hoc,Background and complementary information,Knowledge about the community
165,165.07,visual,star rating: distribution of ratings (5-star scale) - similar items with low number of ratings,Input,based on user's ratings on similar items,no,,local,post-hoc,Background and complementary information,Knowledge about the community
165,165.08,visual,star rating: distribution of ratings (5-star scale) - similar items with medium number of ratings,Input,based on user's ratings on similar items,no,,local,post-hoc,Background and complementary information,Knowledge about the community
165,165.09,visual,star rating: distribution of ratings (5-star scale) - similar items with high number of ratings,Input,based on user's ratings on similar items,no,,local,post-hoc,Background and complementary information,Knowledge about the community
165,165.10,visual,star rating: distribution of ratings (5-star scale) - similar items with low mean rating,Input,based on user's ratings on similar items,no,,local,post-hoc,Background and complementary information,Knowledge about the community
165,165.11,visual,star rating: distribution of ratings (5-star scale) - similar items with average mean rating,Input,based on user's ratings on similar items,no,,local,post-hoc,Background and complementary information,Knowledge about the community
165,165.12,visual,star rating: distribution of ratings (5-star scale) - similar items with high mean rating,Input,based on user's ratings on similar items,no,,local,post-hoc,Background and complementary information,Knowledge about the community
166,166.01,visual,Slider Table Visualization,,"based on C. He, D. Parra, K. Verbert, Interactive recommender systems: A survey of the state of the art and future research challenges and opportunities, Expert Syst. Appl. 56 (2016) 9–27.",yes,,top-n,,User preferences and input,Feature importance analysis
166,166.02,visual,Tab -Table Visualization,,"based on C. He, D. Parra, K. Verbert, Interactive recommender systems: A survey of the state of the art and future research challenges and opportunities, Expert Syst. Appl. 56 (2016) 9–27.",yes,,top-n,,items and their features,Decisive features
166,166.03,visual,Pie Chart Visualization,,"based on C. He, D. Parra, K. Verbert, Interactive recommender systems: A survey of the state of the art and future research challenges and opportunities, Expert Syst. Appl. 56 (2016) 9–27.",yes,,top-n,,Decision inference process,Inference trace
166,166.04,visual,Scatter plot Visualization,,"based on C. He, D. Parra, K. Verbert, Interactive recommender systems: A survey of the state of the art and future research challenges and opportunities, Expert Syst. Appl. 56 (2016) 9–27.",yes,,top-n,,items and their features,Decisive features
166,166.05,visual,Set Based Visualization,,"based on C. He, D. Parra, K. Verbert, Interactive recommender systems: A survey of the state of the art and future research challenges and opportunities, Expert Syst. Appl. 56 (2016) 9–27.",yes,,top-n,,items and their features,Decisive features
166,166.06,visual,Graph-node Based Visualization,,"based on C. He, D. Parra, K. Verbert, Interactive recommender systems: A survey of the state of the art and future research challenges and opportunities, Expert Syst. Appl. 56 (2016) 9–27.",yes,,top-n,,Background and complementary information,Relationship between knowledge objects
167,167.01,hybrid,textual and visual: bar chart with ratings,Output,show ratings of other users based on the user similarity,no,none,local,-,Background and complementary information,Knowledge about the community
167,167.02,hybrid,textual and visual: bar chart with ratings,Output,show ratings of all other users,no,none,local,-,Background and complementary information,Knowledge about the community
168,168.01,visual,"slider elements, made available through a modal window",Output,transparent recommendation algorithm and low cognitive effort,no,none,local,-,items and their features,Decisive features
168,168.02,visual,"area plots, made available through a different page",Output,transparent recommendation algorithm and high cognitive effort,no,none,local,-,items and their features,Feature-based domination
169,169.01,textual,Type 1 ADD-based (additive utilitarian),Output,Based on Preference Aggregation Strategies: explain the underlying mechanisms of social choice-based preference aggregation strategies,no,none,local,-,Background and complementary information,Knowledge about peers
169,169.02,textual,Type 1 APP-based (approval voting),Output,Based on Preference Aggregation Strategies: explain the underlying mechanisms of social choice-based preference aggregation strategies,no,none,local,-,Background and complementary information,Knowledge about peers
169,169.03,textual,Type 1 LMS-based (least misery),Output,Based on Preference Aggregation Strategies: explain the underlying mechanisms of social choice-based preference aggregation strategies,no,none,local,-,Background and complementary information,Knowledge about peers
169,169.04,textual,Type 1 MAJ-based (majority),Output,Based on Preference Aggregation Strategies: explain the underlying mechanisms of social choice-based preference aggregation strategies,no,none,local,-,Background and complementary information,Knowledge about peers
169,169.05,textual,Type 1 MPL-based (most pleasure),Output,Based on Preference Aggregation Strategies: explain the underlying mechanisms of social choice-based preference aggregation strategies,no,none,local,-,Background and complementary information,Knowledge about peers
169,169.06,textual,Type 2 ADD-based (additive utilitarian),Output,"Based on Preference Aggregation Strategies & Decision History: for scenarios in which decisions are repeated periodically by the same group (e.g., a group of family members decides on a movie to watch every month)",no,none,local,-,Background and complementary information,Knowledge about peers
169,169.07,textual,Type 2 FAI-based (fairness),Output,"Based on Preference Aggregation Strategies & Decision History: for scenarios in which decisions are repeated periodically by the same group (e.g., a group of family members decides on a movie to watch every month)",no,none,local,-,Background and complementary information,Knowledge about peers
169,169.08,textual,Type 2 APP-based (approval voting),Output,"Based on Preference Aggregation Strategies & Decision History: for scenarios in which decisions are repeated periodically by the same group (e.g., a group of family members decides on a movie to watch every month)",no,none,local,-,Background and complementary information,Knowledge about peers
169,169.09,textual,Type 2 LMS-based (least misery),Output,"Based on Preference Aggregation Strategies & Decision History: for scenarios in which decisions are repeated periodically by the same group (e.g., a group of family members decides on a movie to watch every month)",no,none,local,-,Background and complementary information,Knowledge about peers
169,169.10,textual,Type 2 MAJ-based (majority),Output,"Based on Preference Aggregation Strategies & Decision History: for scenarios in which decisions are repeated periodically by the same group (e.g., a group of family members decides on a movie to watch every month)",no,none,local,-,Background and complementary information,Knowledge about peers
169,169.11,textual,Type 2 MPL-based (most pleasure),Output,"Based on Preference Aggregation Strategies & Decision History: for scenarios in which decisions are repeated periodically by the same group (e.g., a group of family members decides on a movie to watch every month)",no,none,local,-,Background and complementary information,Knowledge about peers
169,169.12,textual,Type 3 ADD-based (additive utilitarian),Output,Based on Preference Aggregation Strategies & Future Decision Plan: Each explanation additionally includes a future decision plan in which the preferences of disadvantaged group members from the on-going decision will have higher priorities in upcoming decisions.,no,none,local,-,Background and complementary information,Knowledge about peers
169,169.13,textual,Type 3 FAI-based (fairness),Output,Based on Preference Aggregation Strategies & Future Decision Plan: Each explanation additionally includes a future decision plan in which the preferences of disadvantaged group members from the on-going decision will have higher priorities in upcoming decisions.,no,none,local,-,Background and complementary information,Knowledge about peers
169,169.14,textual,Type 3 APP-based (approval rating),Output,Based on Preference Aggregation Strategies & Future Decision Plan: Each explanation additionally includes a future decision plan in which the preferences of disadvantaged group members from the on-going decision will have higher priorities in upcoming decisions.,no,none,local,-,Background and complementary information,Knowledge about peers
169,169.15,textual,Type 3 LMS-based (least misery),Output,Based on Preference Aggregation Strategies & Future Decision Plan: Each explanation additionally includes a future decision plan in which the preferences of disadvantaged group members from the on-going decision will have higher priorities in upcoming decisions.,no,none,local,-,Background and complementary information,Knowledge about peers
169,169.16,textual,Type 3 MAJ-based (majority),Output,Based on Preference Aggregation Strategies & Future Decision Plan: Each explanation additionally includes a future decision plan in which the preferences of disadvantaged group members from the on-going decision will have higher priorities in upcoming decisions.,no,none,local,-,Background and complementary information,Knowledge about peers
169,169.17,textual,Type 3 MPL-based (most pleasure),Output,Based on Preference Aggregation Strategies & Future Decision Plan: Each explanation additionally includes a future decision plan in which the preferences of disadvantaged group members from the on-going decision will have higher priorities in upcoming decisions.,no,none,local,-,Background and complementary information,Knowledge about peers
170,170.01,textual,one sentence in red which contains the advice and the source of the advice,Output,"source: Algorithm, message: an allocation of funds in any given year, based on financial research on optimal allocation during one’s retirement saving career (algorithmic)",no,none,local,,Background and complementary information,Background data
170,170.02,textual,one sentence in red which contains the advice and the source of the advice,Output,"source: Algorithm, message: the average fund allocation of other users in any given year (crowdsourced)",no,none,local,,Background and complementary information,Knowledge about the community
170,170.03,textual,one sentence in red which contains the advice and the source of the advice,Output,"source: Crowdsourced, message: an allocation of funds in any given year, based on financial research on optimal allocation during one’s retirement saving career (algorithmic)",no,none,local,,Background and complementary information,Background data
170,170.04,textual,one sentence in red which contains the advice and the source of the advice,Output,"source: Crowdsourced, message: the average fund allocation of other users in any given year (crowdsourced)",no,none,local,,Background and complementary information,Knowledge about the community
171,171.01,textual,inductive reasoning explanation,Output,example-based explanation that required participants to recognize the ingredients that contributed to fat content and draw their own conclusion about the given image,no,none,local,-,Decision inference process,Inference and domain knowledge
171,171.02,textual,deductive reasoning explanation,Output,we provided the general rules that the simulated AI applied to generate its recommendations,no,none,local,-,Decision inference process,Inference and domain knowledge
172,172.01,textual,,Output,E1-1: explaining text-similarity in terms and term frequency of the publication with text,no,none,local,-,items and their features,Decisive features
172,172.02,visual,two-way bar-chart,Output,"E1-2: a histogram of terms and term frequency. compare two scholars’ publication terms and term frequency, i.e., one scholar on the right and the other scholar on left",no,none,local,-,items and their features,Decisive features
172,172.03,visual,word cloud,Output,"E1-3: We used two-word clouds (one for each scholar), so the user can perceive the mutual relationship",no,none,local,-,items and their features,Decisive features
172,172.04,visual,Venn Word Cloud,Output,"E1-4 (Sim1): a combination of a word cloud and a Venn diagram [30], which presents term frequency using the font size. The unique terms of each scholar are shown in a different color (green and blue) while the common terms are presented in the middle, with red color, for determining the mutual relationship",no,none,local,-,items and their features,Decisive features
172,172.05,visual,Interactive Word Cloud,Output,E1-5: see 171.04 + slider for selecting number of terms in the word cloud,yes,A slider was attached to the bottom of the interface that provides a real-time interactive functionality to increase or decrease the number of terms in the word cloud.,local,-,items and their features,Decisive features
172,172.06,textual,-,Output,"E2-1: The key component of topic similarity is research topics and topical words of the scholar as well as its mutual relationship (i.e., the common research topics) between two scholars.",no,none,local,-,items and their features + User preferences and input,Decisive features + Preference match
172,172.07,tabular,topical words,Output,E2-2: presents the topical words in two multi-column tables (each column contains ten topical words).,no,none,local,-,items and their features,Decisive features
172,172.08,visual,FLAME: bar chart with 2 word clouds,Output,E2-3: two sets of research topics (top 5) and the relevant topic words in two word-clouds (one for each scholar).,no,none,local,-,items and their features + User preferences and input,Decisive features + Preference match
172,172.09,hybrid,tabular + visual: Topical Radar,Output,E2-4 (Sim2): The radar filed top 5 topics (ranked by beta value) of the user and the corresponding value of the recommended scholar. The table with topical words was presented in the right so that the user can inspect the context of each research topic.,no,none,local,-,items and their features + User preferences and input,Decisive features + Preference match
172,172.10,visual,Topical Bars,Output,E2-5: multiple bar charts to show six topic distribution of two scholars and the topical information (words and topic beta value).,no,none,local,-,items and their features + User preferences and input,Decisive features + Preference match
172,172.11,textual,,Output,"E3-1: The key component of item similarity is the papers and authors of the bookmarking as well as its mutual relationship (i.e., the common items) between two scholars.",no,none,local,-,items and their features + User preferences and input,Decisive features + Preference match
172,172.12,visual,Similar Keywords connected by solid or dashed line,Output,"E3-2: The interface represents the scholars in two sides and the common co-bookmarking items (e.g., the five common co-bookmark papers or authors) in the middle. A strong (solid line) or weak (dash line) tie will be used to connect the item was bookmarked by the one-side or two-sides.",no,none,local,-,items and their features + User preferences and input,Decisive features + Preference match
172,172.13,visual,relevance progress bars with preference ratings depicted as stars,Output,"E3-3: the co-bookmarked item will be listed and ranked by its social popularity, i.e., how many users have followed/bookmarked the item?",no,none,local,-,Background and complementary information,Knowledge about the community
172,172.14,visual,Venn Tags,Output,"E3-4 (Sim3): In the interface, presented items bookmarked by compared scholars as icons on the Venn diagram. Two sides of the diagram show bookmarked item belonging only to one of the compared scholars. The co-bookmarked item are presented in the middle.",yes,"The users can mouse over the icon for detail information, i.e., paper title.",local,-,items and their features,Decisive features
172,172.15,textual,Itemized List,Output,E3-5: presenting the bookmarked or followed items in two comparable itemized lists.,no,none,local,-,items and their features + User preferences and input,Decisive features + Preference match
172,172.16,visual,two-way bar chart with Venn Word Cloud,Output,Sim1+: combination of 171.02 and 171.04,no,none,local,-,items and their features,Decisive features
172,172.17,visual,Topical Radar with two word clouds,Output,Sim2+: 171.09 and 171.08,no,none,local,-,items and their features + User preferences and input,Decisive features + Preference match
172,172.18,hybrid,textual + visual: Venn Tags with extra list,Output,Sim3+: 171.14 + extra list to decrease the need mousing over,yes,"The users can mouse over the icon for detail information, i.e., paper title.",local,-,items and their features,Decisive features
173,173.01,textual,"(persuasive): movie thumbnail, movie title (year) and persuasive explanation (awards or box office figures)",Output,item-centric,no,None,local,post-hoc,Background and complementary information,Background data
173,173.02,textual,"(personalized): movie thumbnail, movie title (year) and personalized explanation (list of similar movies liked by the user)",Output,user-centric,no,None,local,post-hoc,Background and complementary information,Knowledge about similar items
173,173.03,hybrid,"textual and numerical (IMDb-based): movie thumbnail, movie title (year) and average rating and number of votes (score and number of votes on IMDb)",Output,item-centric,no,None,local,post-hoc,Background and complementary information,Knowledge about the community
174,174.01,textual,-,Output,the recommendation rule that was triggered for the recommended item is shown when the activity cell is mouseovered,yes,explanation on demand (shown when mouse-over),local,model-intrinsic,Decision inference process,Decision method side-outcomes
175,175.01,textual,neutral conversation,Output,,no,,local,post-hoc,Background and complementary information,Background data
175,175.02,textual,emphatic conversation,Output,,no,,local,post-hoc,unk,unk
176,176.01,visual,"scatter plot of all relevant products, not sure what the 2nd part of the figure is supposed to explain",Output,a graph that demonstrates all cameras with user-specified features and highlights the best options within different price ranges,yes,detailed overview of product by clicking on one icon,top-n,-,items and their features,Feature-based domination
176,176.02,textual,-,Input,narrative explanations of the underlying rationality of recommendation processes every time it asks a question,yes,adapt importance sliders,global,-,User preferences and input,Feature importance analysis
177,177.01,textual,- ,Output,Baseline explanation is provided based on the top-rated cameras by the web users ,no,none,top-n,-,Background and complementary information,Knowledge about the community
177,177.02,textual,-,Output,The personalized explanation is provided by exploiting user’s past preferences and similar users’ choices with only positive statements,no,none,top-n,-,Background and complementary information + User preferences and input,Knowledge about the community + Preference match
177,177.03,textual,,Output,"The proposed approach provided argumentative explanation (including positive as well as negative statements) by exploiting not only user’s past preferences and similar users’ choices but also contextual information, photographers’ reviews and ratings, thus extending the other two variants of explanations in an incremental manner.",yes,"The prototype had a limitation in terms of interactivity, allowing the users to only explore the items’ details and explore the argument premises by clicking on the blue highlighted text in explanation area (A) and (B).",local?,-,items and their features + Background and complementary information + User preferences and input,Pros and Cons + Background data + Knowledge about the community + Preference match
178,178.01,visual,"wordcloud, list of previous ratings",Input,explicit tag-based explanations of the typically opaque representation of their long-term preferences within the model,yes,explanation on demand,global,model-intrinsic,User preferences and input,Decisive input values
178,178.02,hybrid,"textual and visual: wordcloud, list of previous ratings, tags of movie with progress bar indicating how much the tag applies to the movie",Input and Output,explicit tag-based explanations of the typically opaque representation of their long-term preferences within the model,yes,"explanation on demand, adapt recommendations by selecting if tag should impact recommendations more, less, or equal","global, local",model-intrinsic,User preferences and input,Decisive input values
179,179.01,textual,one sentence,Output,user-based framing,no,,local,post-hoc,Decision inference process,Inference and domain knowledge
179,179.02,textual,one sentence,Output,item-based framing,no,,local,post-hoc,unk,unk
179,179.03,visual,bar graph,Output,user-based framing with age or gender group dissimilarity,no,,local,post-hoc,Background and complementary information,Knowledge about the community
180,180.01,hybrid,textual and visual: one sentence justifying the recommendation followed by meaningful keywords from movies based on which the recommendation is given,Output,item similarity,yes,"to see why the item is recommended, the user needs to mouse over some arrows that connects the movies in the recommendation/explanation chain; when the user mouse over a movie in the chain, then it shows the connection between the movie in the chain and the recommended movie",local,model-intrinsic,Decision inference process,Inference trace
181,181.01,textual,,Output,reciprocity-based persuasive strategy,no,,local,post-hoc,Background and complementary information,Knowledge about peers
181,181.02,textual,,Output,commitment-based persuasive strategy,no,,local,post-hoc,User preferences and input,Decisive input values
181,181.03,textual,,Output,social proof-based persuasive strategy,no,,local,post-hoc,Background and complementary information,Knowledge about the community
181,181.04,textual,,Output,scarcity-based persuasive strategy,no,,local,post-hoc,Background and complementary information,Background data
181,181.05,textual,,Output,liking-based persuasive strategy,no,,local,post-hoc,Background and complementary information,Knowledge about peers
181,181.06,textual,,Output,authority-based persuasive strategy,no,,local,post-hoc,Background and complementary information,Background data
182,182.01,visual,chord diagram,Input,,yes,yes,local,post-hoc,items and their features,Decisive features
183,183.01,textual,"We guess you would like to watch i and j since they are about  ̃ fu1, . . .  ̃ fuk",Output,"pointwise personalized explanation: given an item i = { f1i , f2i , . . . , fni } described by a set of features fi , the pointwise explanation e1k (i) is computed by considering the set of top-k highest weighted features in P(u) which also appear in i. Variation using categorical information.",no,no,local,model-intrinsic?,User preferences and input,Preference match
183,183.02,textual,"We guess you would like to watch i and j since they are about  ̃ fu1, . . .  ̃ fuk",Output,"pointwise personalized explanation: given an item i = { f1i , f2i , . . . , fni } described by a set of features fi , the pointwise explanation e1k (i) is computed by considering the set of top-k highest weighted features in P(u) which also appear in i. Variation using factual information.",no,no,local,model-intrinsic?,User preferences and input,Preference match
183,183.03,textual,"We guess you would like to watch i and j since they are about  ̃ fu1, . . .  ̃ fuk",Output,"pointwise personalized explanation: given an item i = { f1i , f2i , . . . , fni } described by a set of features fi , the pointwise explanation e1k (i) is computed by considering the set of top-k highest weighted features in P(u) which also appear in i. Variation using categorical and factual information.",no,no,local,model-intrinsic?,User preferences and input,Preference match
183,183.04,textual,We guess you would like to watch i more than j because you may prefer e1k (i) over e1k+m (j),Output,"pairwise personalized explanation: given two items i and j such that  ̃ ru i>  ̃ ru j , the pairwise explanation e2k (i, j) is computed by evaluating both e1k (i) and e1k (j). In case m features are in common between e1k (i) and e1k (j), we compute e1k+m (j) and leave them only in e1k (i) thus avoiding any overlap between the explanation for i and that for j. The value k = 5 has been selected also to compute e2k (i, j). Variation using categorical information.",no,no,pairwise,model-intrinsic?,items and their features,Feature-based domination
183,183.05,textual,We guess you would like to watch i more than j because you may prefer e1k (i) over e1k+m (j),Output,"pairwise personalized explanation: given two items i and j such that  ̃ ru i>  ̃ ru j , the pairwise explanation e2k (i, j) is computed by evaluating both e1k (i) and e1k (j). In case m features are in common between e1k (i) and e1k (j), we compute e1k+m (j) and leave them only in e1k (i) thus avoiding any overlap between the explanation for i and that for j. The value k = 5 has been selected also to compute e2k (i, j). It leverages categorical features combined with factual information.",no,no,pairwise,model-intrinsic?,items and their features,Feature-based domination
183,183.06,textual,We guess you would like to watch i more than j because you may prefer e1k (i) over e1k+m (j),Output,"pairwise personalized explanation: given two items i and j such that  ̃ ru i>  ̃ ru j , the pairwise explanation e2k (i, j) is computed by evaluating both e1k (i) and e1k (j). In case m features are in common between e1k (i) and e1k (j), we compute e1k+m (j) and leave them only in e1k (i) thus avoiding any overlap between the explanation for i and that for j. The value k = 5 has been selected also to compute e2k (i, j). It leverages categorical features combined with categorical and factual information.",no,no,pairwise,model-intrinsic?,items and their features,Feature-based domination
183,183.07,textual,We suggest these items since they are very popular among people who like the same movies as you.,Output,popularity-based explanation: it justifies recommender choices by just leveraging the popularity of suggested items among the users with similar tastes of the active user u. No use of content information.,no,no,local,post-hoc,Background and complementary information,Knowledge about the community
183,183.08,textual,"We guess you would like to watch i and j since they are about  ̃ fu1, . . .  ̃ fuk",Output,"non-personalized explanation: tries to explain the provided recommendation by using additional information about the suggested items. In our experiments, we randomly select k = 5 features from the set Fi j = Fi ∪ Fj = { f1i , f2i , . . . , fni } ∪ { f1j , f2j , . . . , fn′j}. Variation using categorical information.",no,no,local,model-intrinsic?,items and their features,Decisive features
183,183.09,textual,"We guess you would like to watch i and j since they are about  ̃ fu1, . . .  ̃ fuk",Output,"non-personalized explanation: tries to explain the provided recommendation by using additional information about the suggested items. In our experiments, we randomly select k = 5 features from the set Fi j = Fi ∪ Fj = { f1i , f2i , . . . , fni } ∪ { f1j , f2j , . . . , fn′j}. Variation using factual information.",no,no,local,model-intrinsic?,items and their features,Decisive features
183,183.10,textual,"We guess you would like to watch i and j since they are about  ̃ fu1, . . .  ̃ fuk",Output,"non-personalized explanation: tries to explain the provided recommendation by using additional information about the suggested items. In our experiments, we randomly select k = 5 features from the set Fi j = Fi ∪ Fj = { f1i , f2i , . . . , fni } ∪ { f1j , f2j , . . . , fn′j}. Variation using categorical and factual information.",no,no,local,model-intrinsic?,items and their features,Decisive features
184,184.01,visual,"4 main views: (a) map context view, (b) recommendations, (c) user preference controls, and (d) overview of archived trajectories.",Output,,yes,users can update their preferences in order to receive a POI chain that they like more,local,model-intrinsic?,User preferences and input,Preference match
185,185.01,textual,conversational: interactive dialogue,Output,,yes,different levels of explanations are provided only when the user request it,local,,Background and complementary information + User preferences and input,Background data + Decisive input values
185,185.02,textual,conversational: static explanation,Output,,no,no,local,,Background and complementary information + User preferences and input,Background data + Decisive input values
186,186.01,textual,"the ”Feed Explanation” button opens a sidebar (open by default) containing the global explanation. The sidebar shows the top 80 feed terms and allows users to search all 15,000 terms. Users can adjust term ratings between 0.0 and 1.0 by using the plus and minus buttons to add or subtract 0.1. The ”Paper Explanation” button under each paper displays a local explanation",Output,content-based explanation,yes,feedback on explanation terms,local and global,-,items and their features + Decision inference process,Decisive features + Inference and domain knowledge
186,186.02,textual,"similar as above, but does not include the ”Paper Explanation” buttons",Output,content-based explanation,yes,feedback on explanation terms,global,,Decision inference process,Inference and domain knowledge
186,186.03,textual,"the ”Paper Explanation” button under each paper reveals two to four terms explaining why the paper was recommended, and a ”View All Paper Explanations” button opens all local explanations",Output,content-based explanation,yes,feedback on explanation terms,local,,items and their features,Decisive features
187,187.01,textual,,Output,"user-based, aspect-based sentiment ",no,none,local,,items and their features,Decisive features
188,188.01,textual,,Output,tradeoff explanations with feature sentiments from product reviews and static specifications,no,None,"top-n, contrastive",model-intrinsic,items and their features,Feature-based domination
189,189.01,textual,"low number of helpfulness votes, i.e. an integer value representing the number of people who found the review helpful.",Output,review-based,no,none,local,post-hoc,Background and complementary information,Background data
189,189.02,textual,"high number of helpfulness votes, i.e. an integer value representing the number of people who found the review helpful.",Output,review-based,no,none,local,post-hoc,Background and complementary information,Background data
189,189.03,textual,reviews written in a factual manner,Output,review-based,no,none,local,post-hoc,Background and complementary information,Background data
189,189.04,textual,reviews written in an emotional manner,Output,review-based,no,none,local,post-hoc,Background and complementary information,Background data
189,189.05,textual,"low number of helpfulness votes, i.e. an integer value representing the number of people who found the review helpful. reviews written in an emotional manner",Output,review-based,no,none,local,post-hoc,Background and complementary information,Background data
189,189.06,textual,"high number of helpfulness votes, i.e. an integer value representing the number of people who found the review helpful. reviews written in an emotional manner",Output,review-based,no,none,local,post-hoc,Background and complementary information,Background data
190,190.01,visual,chord diagram: a colour- blind friendly palette has been used to indicate media consumption blind-spots (light grey) and the viewing history of a user (dark grey).,Input,overview of genres on watched/not watched movies,no,none,global,post-hoc,items and their features,Decisive features
190,190.02,visual,bar chart: the support value determines the length of the bar; item-sets with the same support value had bars of the same length.,Input,overview of genres on watched/not watched movies,no,none,global,post-hoc,items and their features,Decisive features
191,191.01,hybrid,"textual, numerical",Output,"recommendation given by an expert, when the current user solicit it",yes,click button to show explanation,local,post-hoc,unk,unk
191,191.02,hybrid,"textual, numerical",Output,"recommendation given by an expert, shown even if the current user does not solicit it",no,none,local,post-hoc,unk,unk
191,191.03,hybrid,"textual, numerical",Output,"recommendation given by similar users, when the current user solicit it",yes,click button to show explanation,local,post-hoc,unk,unk
191,191.04,hybrid,"textual, numerical",Output,"recommendation given by similar users, shown even if the current user does not solicit it",no,none,local,post-hoc,unk,unk
191,191.05,hybrid,"textual, numerical",Output,"recommendation given by the system itself, when the current user solicit it",yes,click button to show explanation,local,post-hoc,unk,unk
191,191.06,hybrid,"textual, numerical",Output,"recommendation given by the system itself, shown even if the current user does not solicit it",no,none,local,post-hoc,unk,unk
192,192.01,textual,static display: users see the list of recommendations but do not see the visualization and mood information,Output,,no,none,top-n,model-intrinsic,items and their features,Decisive features
192,192.02,hybrid,"visual, textual: Display of the mood space and the user’s avatar within it are visible. The only way that users could update their list of recommendations was by adding or removing artists in their profile.",Output,user's placed mood in the mood space,no,none,top-n,model-intrinsic,User preferences and input,Preference match
192,192.03,hybrid,"visual, textual: Display of the mood space and navigation in it. Users can move the avatar without keeping track of previous positions, and modify the size of catchment area around the avatar. The users can adjust the mood influence via a slider control which dynamically re-sizes a catchment area around the current avatar position. Users could update the recommendation list simply by moving the avatar in the interactive visualization.",Output,user's placed mood in the mood space,yes,yes (moving the avatar and modification of its catchment area),top-n,model-intrinsic,User preferences and input,Preference match
