Paper ID,Hypothesis ID,Hypothesis,Dependent Variable,Sub-Sub-Category,Sub-Category,Main DV Category,Effect On,subj/obj evaluation,Independent Variable (evaluated),Independent Variables (compared),Comparison Type,Result,Explanation ID Evaluated,Explanation ID Compared,Related user study ID,"Explanation Modalities evaluated (display, focus, interactivity, explanation type)","Explanation Generation Evaluated (generation approach (intrinsic/post-hoc), data type, recommender model type, recommendation problem)","Explanation Modalities Compared (display, focus, interactivity, explanation type)","Explanation Generation Compared (generation approach (intrinsic/post-hoc), data type, recommender model type, recommendation problem)"
154,154.001,"Post-hoc comparisons show that users with a low Openness score report a higher Use Intention in Exp than Base (t=-2.071, p=.047).",intention to re-use (users with low openness score),intention to return,behavioral trust,trust,user,subj,explanation,no explanation,no explanation,found,154.01,-,154.1,"visual, output, static, local",not mentioned/mockup,-,-
154,154.002,"Post-hoc comparisons show that users with a high MS score indicated receiving a significantly higher Decision Support from Exp than from Base (t=-3.084, p=.005).",perceived information sufficiency to make decision (users with high musical sophistication),information sufficiency (subjective),information quality,Interface Quality,system,subj,explanation,no explanation,no explanation,found,154.01,-,154.1,"visual, output, static, local",not mentioned/mockup,-,-
154,154.003,"Additionally, within the Exp interface itself, a significant amount of users with a high MS score indicated receiving a higher Decision Support than those with a low MS score (t=2.44, p=.018).",perceived information sufficiency to make decision,information sufficiency (subjective),information quality,Interface Quality,system,subj,users with high musical sophistication,users with low musical sophistication,user characteristics in IV,found,-,-,154.1,-,-,-,-
154,154.004,"Post-hoc comparisons do not show significant differences, but this figures hints that low Openness users found more novel songs in Exp than in Base and this is the opposite for high Openness users.",perceived item novelty (users with low openness score),novelty (subjective),recommendation quality,Interface Quality,system,subj,explanation,no explanation,no explanation,not found,154.01,-,154.1,"visual, output, static, local",not mentioned/mockup,-,-
154,154.009,"Post-hoc comparisons do not show significant differences, but this figures hints that low Openness users found more novel songs in Exp than in Base and this is the opposite for high Openness users.",perceived item novelty (users with high openness score),novelty (subjective),recommendation quality,Interface Quality,system,subj,no explanation,explanation,no explanation,not found,-,154.01,154.1,-,-,"visual, output, static, local",not mentioned/mockup
154,154.005,"we see that the percentage of fixations in Base is higher than Exp for users with a low MS. A t-test revealed that this difference is significant (t=2.1972, p=.036).",gaze fixation on recommendation (users with low musical sophistication),eye-tracking measures,engagement,other,user + system,obj,no explanation,explanation,no explanation,found,-,154.01,154.1,-,-,"visual, output, static, local",not mentioned/mockup
154,154.006,"the percentage of fixation in Exp is higher than Base for users with a high Openness. A t-test revealed that this difference is significant (t=-2.184, p=.035).",gaze fixation on recommendation (users with high openness),eye-tracking measures,engagement,other,user + system,obj,no explanation,explanation,no explanation,found,-,154.01,154.1,-,-,"visual, output, static, local",not mentioned/mockup
154,154.007,"A t-test revealed a significant difference in transitional entropy between the two levels of MS (F(1,28) = 4.556, p=.042) in Exp",gaze transition entropy,eye-tracking measures,engagement,other,user + system,obj,high musical sophistication,low musical sophistication,user characteristics in IV,found,-,-,154.1,-,-,-,-
154,154.008,"In contrast to similar previous studies [52, 53] we did not find an effect of NFC on the perception of explanations.",explanation perception,-,efficacy,user perception of explanation quality,system,subj,low need for cognition ,high need for cognition,user characteristics in IV,not found,-,-,154.1,-,-,-,-
155,155.001,"We find that the evaluation of CROKAGE is statistically better than the one of BIKER for the three criteria with a confidence level of 95% (p-value < 0.05) and a medium effect size ranging from 0.40 to 0.42, calculated with r = Z/√n (Fritz et al. 2012).",benefit of code explanations,programming,domain specific,explanation preference,#N/A,subj,CROKAGE (with explanation),BIKER (without explanation),no explanation,found,-,-,155.1,-,-,-,-
157,157.001,"A Tukey post hoc test showed significant improvements by item-based CF, content-based Jaccard, and item-based last.fm styles over user-based (∀p < 0.001), popularity-based (∀p < 0.025), content-based tags (∀p < 0.001), and social-based (∀p < 0.001).",perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,item-based CF,user-based,internal explanation,found,157.02,157.01,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.018,"A Tukey post hoc test showed significant improvements by item-based CF, content-based Jaccard, and item-based last.fm styles over user-based (∀p < 0.001), popularity-based (∀p < 0.025), content-based tags (∀p < 0.001), and social-based (∀p < 0.001).",perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,content-based Jaccard,user-based,internal explanation,found,157.04,157.01,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.019,"A Tukey post hoc test showed significant improvements by item-based CF, content-based Jaccard, and item-based last.fm styles over user-based (∀p < 0.001), popularity-based (∀p < 0.025), content-based tags (∀p < 0.001), and social-based (∀p < 0.001).",perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,item-based last.fm,user-based,internal explanation,found,157.03,157.01,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.020,"A Tukey post hoc test showed significant improvements by item-based CF, content-based Jaccard, and item-based last.fm styles over user-based (∀p < 0.001), popularity-based (∀p < 0.025), content-based tags (∀p < 0.001), and social-based (∀p < 0.001).",perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,item-based CF,popularity-based,internal explanation,found,157.02,157.07,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.021,"A Tukey post hoc test showed significant improvements by item-based CF, content-based Jaccard, and item-based last.fm styles over user-based (∀p < 0.001), popularity-based (∀p < 0.025), content-based tags (∀p < 0.001), and social-based (∀p < 0.001).",perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,content-based Jaccard,popularity-based,internal explanation,found,157.04,157.07,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.022,"A Tukey post hoc test showed significant improvements by item-based CF, content-based Jaccard, and item-based last.fm styles over user-based (∀p < 0.001), popularity-based (∀p < 0.025), content-based tags (∀p < 0.001), and social-based (∀p < 0.001).",perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,item-based last.fm,popularity-based,internal explanation,found,157.03,157.07,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.023,"A Tukey post hoc test showed significant improvements by item-based CF, content-based Jaccard, and item-based last.fm styles over user-based (∀p < 0.001), popularity-based (∀p < 0.025), content-based tags (∀p < 0.001), and social-based (∀p < 0.001).",perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,item-based CF,content-based tags,internal explanation,found,157.02,157.05,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.024,"A Tukey post hoc test showed significant improvements by item-based CF, content-based Jaccard, and item-based last.fm styles over user-based (∀p < 0.001), popularity-based (∀p < 0.025), content-based tags (∀p < 0.001), and social-based (∀p < 0.001).",perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,content-based Jaccard,content-based tags,internal explanation,found,157.04,157.05,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.025,"A Tukey post hoc test showed significant improvements by item-based CF, content-based Jaccard, and item-based last.fm styles over user-based (∀p < 0.001), popularity-based (∀p < 0.025), content-based tags (∀p < 0.001), and social-based (∀p < 0.001).",perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,item-based last.fm,content-based tags,internal explanation,found,157.03,157.05,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.026,"A Tukey post hoc test showed significant improvements by item-based CF, content-based Jaccard, and item-based last.fm styles over user-based (∀p < 0.001), popularity-based (∀p < 0.025), content-based tags (∀p < 0.001), and social-based (∀p < 0.001).",perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,item-based CF,social-based,internal explanation,found,157.02,157.06,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.027,"A Tukey post hoc test showed significant improvements by item-based CF, content-based Jaccard, and item-based last.fm styles over user-based (∀p < 0.001), popularity-based (∀p < 0.025), content-based tags (∀p < 0.001), and social-based (∀p < 0.001).",perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,content-based Jaccard,social-based,internal explanation,found,157.04,157.06,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.028,"A Tukey post hoc test showed significant improvements by item-based CF, content-based Jaccard, and item-based last.fm styles over user-based (∀p < 0.001), popularity-based (∀p < 0.025), content-based tags (∀p < 0.001), and social-based (∀p < 0.001).",perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,item-based last.fm,social-based,internal explanation,found,157.03,157.06,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.002,No significant improvement was found for item-based last.fm over item-based CF or content-based Jaccard.,perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,item-based last.fm,item-based CF,internal explanation,not found,157.03,157.02,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.029,No significant improvement was found for item-based last.fm over item-based CF or content-based Jaccard.,perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,item-based last.fm,content-based Jaccard,internal explanation,not found,157.03,157.04,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.005,"the mean average for the experienced last.fm users for the content-based Jaccard explanation style was 5.19 (SD = 1.54), while for the novice users the mean was 5.65 (SD = 1.17)",perceived explanation persuasiveness of content-based Jaccard,-,explanation persuasiveness,persuasiveness,user,subj,experienced user,novice user,user characteristics in IV,found,157.04,-,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k",-,-
157,157.006,the mean average for the experienced last.fm users for the popularity-based explanation style was 4.51 (SD = 1.97) while for the novice users the mean was 5.40 (SD = 1.56),perceived explanation persuasiveness of popularity-based explanations,-,explanation persuasiveness,persuasiveness,user,subj,experienced user,novice user,user characteristics in IV,found,157.07,-,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k",-,-
157,157.007,we performed the same analysis for music and music non-experts but did not find any statistically significant difference between the two groups.,perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,music experts ,non-music experts,user characteristics in IV,not found,-,-,157.1,-,-,-,-
157,157.008,"We found a significant difference (t = −22.9, p < 0.001), which remained significant when omitting participants who had not ranked any explanations (t = −13.8, p < 0.001). Thus, we reject H3, concluding that people lose interest after approximately three to four explanation styles.",number of explanations people prefer to see,-,preference of explanation aspect,explanation preference,#N/A,subj,number of ranked explanations,maximum number of available explanations,internal explanation,found,-,-,157.1,-,-,-,-
157,157.011,the mean number of explanations was 4.73 (SD = 1.93) for experienced last.fm users and 4 (SD = 2.25) for novice last.fm users. None of those differences was considered to be statistically significant,number of explanations people prefer to see,-,preference of explanation aspect,explanation preference,#N/A,subj,experienced user,novice user,user characteristics in IV,not found,-,-,157.1,-,-,-,-
157,157.012,the differences between music experts and music non-experts were not considered statistically significant,number of explanations people prefer to see,-,preference of explanation aspect,explanation preference,#N/A,subj,music experts ,non-music experts,user characteristics in IV,not found,-,-,157.1,-,-,-,-
157,157.013,text explanations were perceived as more persuasive than every visual format (∀p < 0.001).,perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,text explanations,Venn diagram,internal explanation,found,157.10,157.08,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","visual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.030,text explanations were perceived as more persuasive than every visual format (∀p < 0.001).,perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,text explanations,static cluster dendogram,internal explanation,found,157.10,157.09,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","visual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.031,text explanations were perceived as more persuasive than every visual format (∀p < 0.001).,perceived explanation persuasiveness,-,explanation persuasiveness,persuasiveness,user,subj,text explanations,interactive cluster dendogram,internal explanation,found,157.10,157.11,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k","visual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k"
157,157.014,"more familiarity with visualization significantly correlated with better reception of the Venn diagram (β = 0.151∗, S = 0.077).",reception of Venn diagram explanation,-,preference of explanation aspect,explanation preference,#N/A,subj,high visual familiarity,low visual familiarity,user characteristics in IV,found,157.08,-,157.1,"visual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k",-,-
157,157.015,Our analysis did not show any statistically significant difference between the static and interactive version of cluster dendrograms.,reception of static cluster dendogram,-,preference of explanation aspect,explanation preference,#N/A,subj,high visual familiarity,low visual familiarity,user characteristics in IV,not found,157.09,-,157.1,"visual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k",-,-
157,157.032,Our analysis did not show any statistically significant difference between the static and interactive version of cluster dendrograms.,reception of interactive cluster dendogram,-,preference of explanation aspect,explanation preference,#N/A,subj,high visual familiarity,low visual familiarity,user characteristics in IV,not found,157.11,-,157.1,"visual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k",-,-
157,157.016,we report the same graphs for experienced last.fm users and novice last.fm users. Performing unpaired t-tests showed no statistically significant differences between the two subgroups.,"reception of text explanation measured through user confidence, recommendation transparency, system satisfaction, explanation persuasiveness",-,preference of explanation aspect,explanation preference,#N/A,subj,experienced user,novice user,user characteristics in IV,not found,157.10,-,157.1,"textual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k",-,-
157,157.033,we report the same graphs for experienced last.fm users and novice last.fm users. Performing unpaired t-tests showed no statistically significant differences between the two subgroups.,"reception of Venn diagram explanation measured through user confidence, recommendation transparency, system satisfaction, explanation persuasiveness",-,preference of explanation aspect,explanation preference,#N/A,subj,experienced user,novice user,user characteristics in IV,not found,157.08,-,157.1,"visual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k",-,-
157,157.034,we report the same graphs for experienced last.fm users and novice last.fm users. Performing unpaired t-tests showed no statistically significant differences between the two subgroups.,"reception of static cluster dendogram measured through user confidence, recommendation transparency, system satisfaction, explanation persuasiveness",-,preference of explanation aspect,explanation preference,#N/A,subj,experienced user,novice user,user characteristics in IV,not found,157.09,-,157.1,"visual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k",-,-
157,157.035,we report the same graphs for experienced last.fm users and novice last.fm users. Performing unpaired t-tests showed no statistically significant differences between the two subgroups.,"reception of interactive cluster dendogram measured through user confidence, recommendation transparency, system satisfaction, explanation persuasiveness",-,preference of explanation aspect,explanation preference,#N/A,subj,experienced user,novice user,user characteristics in IV,not found,157.11,-,157.1,"visual, output, static, local","model-intrinsic, interactions + item features + user features + social connections, hybrid, top-k",-,-
157,157.017,we did not find any differences between music and music non-experts,"reception of text explanation measured through user confidence, recommendation transparency, system satisfaction, explanation persuasiveness",-,preference of explanation aspect,explanation preference,#N/A,subj,music experts ,non-music experts,user characteristics in IV,not found,-,-,157.1,-,-,-,-
157,157.036,we did not find any differences between music and music non-experts,"reception of Venn diagram explanation measured through user confidence, recommendation transparency, system satisfaction, explanation persuasiveness",-,preference of explanation aspect,explanation preference,#N/A,subj,music experts ,non-music experts,user characteristics in IV,not found,-,-,157.1,-,-,-,-
157,157.037,we did not find any differences between music and music non-experts,"reception of static cluster dendogram measured through user confidence, recommendation transparency, system satisfaction, explanation persuasiveness",-,preference of explanation aspect,explanation preference,#N/A,subj,music experts ,non-music experts,user characteristics in IV,not found,-,-,157.1,-,-,-,-
157,157.038,we did not find any differences between music and music non-experts,"reception of interactive cluster dendogram measured through user confidence, recommendation transparency, system satisfaction, explanation persuasiveness",-,preference of explanation aspect,explanation preference,#N/A,subj,music experts ,non-music experts,user characteristics in IV,not found,-,-,157.1,-,-,-,-
158,158.001,"we found that explanatory efficacy in the feedback group had significantly higher scores than those in the non-feedback group for the last iteration (p < 0.01, t = 4.43).",explanatory efficacy,-,efficacy,user perception of explanation quality,system,subj,interface with feedback option,interface without feedback option,internal explanation,found,158.01,158.02,158.1,"visual, output, interactive, local","post-hoc, item attributes, autoencoder, top-k","visual, input, static, global","post-hoc, item attributes, autoencoder, top-k"
158,158.002,"The participants in the feedback group were significantly more likely to correctly and confidently agree with the machine-generated reasoning of the recommendation (p < 0.01, t = 4.43, 3.85).",agreement with recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,interface with feedback option,interface without feedback option,internal explanation,found,158.01,158.02,158.1,"visual, output, interactive, local","post-hoc, item attributes, autoencoder, top-k","visual, input, static, global","post-hoc, item attributes, autoencoder, top-k"
158,158.005,"we observed an improvement in performance with increased valence and dominance, but decreased mental demand for the participants in the feedback group as they performed the iterative tasks.",performance in the feedback interface,general performance/accuracy (subjective),recommendation quality,Interface Quality,system,subj,user with increased valence,user with low valence,user characteristics in IV,found,"158.01, 158.02",-,158.1,"visual, input or output, static or interactive, global or local","post-hoc, item attributes, autoencoder, top-k",-,-
158,158.010,"we observed an improvement in performance with increased valence and dominance, but decreased mental demand for the participants in the feedback group as they performed the iterative tasks.",performance in the feedback interface,general performance/accuracy (subjective),recommendation quality,Interface Quality,system,subj,users with high dominance,users with low dominance,user characteristics in IV,found,"158.01, 158.03",-,158.1,"visual, input or output, static or interactive, global or local","post-hoc, item attributes, autoencoder, top-k",-,-
158,158.011,"we observed an improvement in performance with increased valence and dominance, but decreased mental demand for the participants in the feedback group as they performed the iterative tasks.",performance in the feedback interface,general performance/accuracy (subjective),recommendation quality,Interface Quality,system,subj,task with low mental demand,task with high mental demand,user characteristics,found,"158.01, 158.04",-,158.1,"visual, input or output, static or interactive, global or local","post-hoc, item attributes, autoencoder, top-k",-,-
158,158.006,The users improved their overall performance when their work required greater mental demand and effort.,performance in non-feedback interface,general performance/accuracy (subjective),recommendation quality,Interface Quality,system,subj,task with high mental demand and effort,task with low mental demand and effort,user characteristics,found,158.02,-,158.1,"visual, input, static, global","post-hoc, item attributes, autoencoder, top-k",-,-
158,158.007,We found that the signals had significantly different activations around the frontal and temporal lobes in most frequencies.,activation in frontal and temporal lobes,FMRI results (objective),engagement,other,user + system,obj,interface with feedback option,interface without feedback option,internal explanation,found,158.01,158.02,158.1,"visual, output, interactive, local, post-hoc","post-hoc, item attributes, autoencoder, top-k","visual, input, static, global","post-hoc, item attributes, autoencoder, top-k"
158,158.008,"In light of the correlations between the affective-cognitive assessments on using our proposed interface, the greater the difference between the activations of the left hemisphere and the right hemisphere, the higher the explanatory efficacy, resulting in participants feeling more dominance.",explanatory efficacy,-,efficacy,user perception of explanation quality,system,subj,high activation of left and right hemisphere,low activation of left and right hemisphere,user characteristics in IV,found,"158.01, 158.02","158.01, 158.02",158.1,"visual, input or output, static or interactive, global or local","post-hoc, item attributes, autoencoder, top-k","visual, input or output, static or interactive, global or local","post-hoc, item attributes, autoencoder, top-k"
158,158.009,"The results on the mean changes of the lateralization (See FIGURE 10) revealed a significant difference at all frequency bands (p < 0.01) on different conditions (t = 27.68, 11,08, 36.59, and 51.64).",mean changes of lateralization,FMRI results (objective),engagement,other,user + system,obj,interface with feedback option,interface without feedback option,internal explanation,found,158.01,158.02,158.1,"visual, output, interactive, local","post-hoc, item attributes, autoencoder, top-k","visual, input, static, global","post-hoc, item attributes, autoencoder, top-k"
159,159.001,presenting a post-hoc explanation to the user influences the user acceptance of a recommended movie.,recommendation acceptance,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,popularity-based approach,no explanation,no explanation,not found,159.01,-,159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k",-,-
159,159.006,presenting a post-hoc explanation to the user influences the user acceptance of a recommended movie.,recommendation acceptance,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,item-item content based,no explanation,no explanation,found,159.02,-,159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k",-,-
159,159.007,presenting a post-hoc explanation to the user influences the user acceptance of a recommended movie.,recommendation acceptance,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,user-utem content-based,no explanation,no explanation,not found,159.03,-,159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k",-,-
159,159.008,presenting a post-hoc explanation to the user influences the user acceptance of a recommended movie.,recommendation acceptance,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,item-item overview,no explanation,no explanation,found,159.04,-,159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k",-,-
159,159.009,presenting a post-hoc explanation to the user influences the user acceptance of a recommended movie.,recommendation acceptance,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,item-item collaborative filtering,no explanation,no explanation,found,159.05,-,159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k",-,-
159,159.010,presenting a post-hoc explanation to the user influences the user acceptance of a recommended movie.,recommendation acceptance,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,user-user collaborative filtering,no explanation,no explanation,found,159.06,-,159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k",-,-
159,159.011,presenting a post-hoc explanation to the user influences the user acceptance of a recommended movie.,recommendation acceptance,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,default explanation,no explanation,no explanation,not found,159.07,-,159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k",-,-
159,159.002,"movies for which a user based explanation exists, as well as movies with similar descriptions, receive a statistically significant (t-test p-value=0.046) higher user rating than movies for which an item-item based explanation holds.",recommendation acceptance,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,user-based explanations,item-item CB and CF,internal explanation,found,"159.03, 159.06","159.02, 159.05",159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k","textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k"
159,159.018,"movies for which a user based explanation exists, as well as movies with similar descriptions, receive a statistically significant (t-test p-value=0.046) higher user rating than movies for which an item-item based explanation holds.",recommendation acceptance,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,item-item overview,item-item CB and CF,internal explanation,found,159.04,"159.02, 159.06",159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k","textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k"
159,159.003,item-item based explanations receive a statistically significant higher rating than movies for which only the popularity explanation holds,recommendation acceptance,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,item-item CB and CF,popularity-based,internal explanation,found,"159.02, 159.05",159.01,159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k","textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k"
159,159.004,movies presented with the default explanation receive the lowest scores,recommendation acceptance,recommendation satisfaction (subjective),recommender satisfaction,satisfaction,user,subj,default explanation,-,no comparison,found,159.07,-,159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k",-,-
159,159.005,users rate highly the explanations presented with recommendations,explanation preference,-,-,explanation preference,#N/A,subj,popularity-based approach,,no explanation,not found,159.01,-,159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k",-,-
159,159.012,users rate highly the explanations presented with recommendations,explanation preference,-,-,explanation preference,#N/A,subj,item-item content based,,no explanation,found,159.02,-,159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k",-,-
159,159.013,users rate highly the explanations presented with recommendations,explanation preference,-,-,explanation preference,#N/A,subj,user-utem content-based,,no explanation,not found,159.03,-,159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k",-,-
159,159.014,users rate highly the explanations presented with recommendations,explanation preference,-,-,explanation preference,#N/A,subj,item-item overview,,no explanation,found,159.04,-,159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k",-,-
159,159.015,users rate highly the explanations presented with recommendations,explanation preference,-,-,explanation preference,#N/A,subj,item-item collaborative filtering,,no explanation,found,159.05,-,159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k",-,-
159,159.016,users rate highly the explanations presented with recommendations,explanation preference,-,-,explanation preference,#N/A,subj,user-user collaborative filtering,,no explanation,found,159.06,-,159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k",-,-
159,159.017,users rate highly the explanations presented with recommendations,explanation preference,-,-,explanation preference,#N/A,subj,default explanation,,no explanation,found,159.07,-,159.1,"textual, output, interactive, local","post-hoc, interactions, autoencoders + matrix factorization, top-k",-,-
160,160.002,"Hypothesis 2 tests the relationship between interpretability and perceived ease of use, and it turns out that interpretability has a significant positive effect on user perceived ease of use (β=0.47, P<0.001).",perceived ease of use,ease of use (subjective),other,Interface Quality,system,subj,interpretability,-,no comparison,found,-,-,160.1,-,-,-,-
160,160.003,"Hypothesis 3 tests the relationship between interpretability and perceived usefulness, and it turns out that interpretability significantly positively affects users' perceived usefulness (β=0.18, P<0.01).",perceived usefulness,system usefulness (subjective),other,Interface Quality,system,subj,interpretability,-,no comparison,found,-,-,160.1,-,-,-,-
161,161.001,"there are significant differences in terms of explainability between the two systems, and the Featuristic systems outperforms the Filtering system",perceived understanding of recommendation,why recommended,understanding,transparency,user + system,subj,Featuristic system,Filtering system,no explanation,found,161.01,-,161.1,"visual, input, interactive, local","post-hoc, interactions, hybrid, top-k",-,-
161,161.005,"there are significant differences in terms of explainability between the two systems, and the Featuristic systems outperforms the Filtering system",perceived information sufficiency to make decision,information sufficiency (subjective),information quality,Interface Quality,system,subj,Featuristic system,Filtering system,no explanation,found,161.01,-,161.1,"visual, input, interactive, local","post-hoc, interactions, hybrid, top-k",-,-
161,161.003,"there are significant differences in terms of explainability between the two systems, and the Featuristic systems outperforms the Filtering system",perceived understandability of provided information in system,information quality (subjective),information quality,Interface Quality,system,subj,Featuristic system,Filtering system,no explanation,not found,161.01,-,161.1,"visual, input, interactive, local","post-hoc, interactions, hybrid, top-k",-,-
